MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Current - Output (Max),Fault Protection,Features,Grade,Input Type,Interface,Number of Outputs,Operating Temperature,Output Configuration,Output Type,Qualification,Ratio - Input:Output,Rds On (Typ),Series,Switch Type,Voltage - Load,Voltage - Supply (Vcc/Vdd)
NCV7748D2R2G,onsemi,IC PWR DRIVER P-CHAN 2:1 14SOIC,pmic-battery-management,328,4.24,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv7748-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV7748D2R2G/7931478,1.3A,"Over Current, Over Temperature",Sleep Mode,Automotive,,LIN,8,-40°C ~ 150°C (TJ),Low Side,,AEC-Q100,1:8,"800mOhm, 1.5Ohm",,General Purpose,2.3V ~ 5.5V,38V
NCV7750DPR2G,onsemi,IC PWR DRIVER N-CHAN 1:4 24SSOP,pmic-battery-management,4410,2.5,"24-SSOP (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv7750-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV7750DPR2G/9960401,600mA,"Open Load Detect, Over Temperature",,Automotive,,SPI,4,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:4,1.1Ohm,,"Relay, Solenoid Driver",36V (Max),3V ~ 5.5V
NCV7755DQR2G,onsemi,OCTAL HIGH-SIDE DRIVER THAT CAN,pmic-battery-management,1744,5.99,"24-LSSOP (0.154"", 3.90mm Width) Exposed Pad",Surface Mount,Active,https://www.onsemi.com/download/data-sheet/pdf/ncv7755-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV7755DQR2G/17868238,2.3A,"Current Limiting (Adjustable), Over Load, Over Temperature, Reverse Battery, UVLO","Auto Restart, Internal PWM, Latch Function, Slew Rate Controlled",Automotive,Non-Inverting,SPI,8,-40°C ~ 150°C (TJ),High Side,N-Channel,AEC-Q100,1:4,900mOhm,,"Relay, Solenoid Driver",3V ~ 28V,3V ~ 5.5V
NCV8401BDTRKG,onsemi,IC PWR DRIVER N-CHANNEL 1:1 DPAK,pmic-battery-management,15742,1.48,"TO-252-3, DPAK (2 Leads + Tab), SC-63",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8401-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8401BDTRKG/7386341,30A,"Current Limiting (Fixed), Over Temperature, Over Voltage",,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,23mOhm,,General Purpose,42V (Max),Not Required
NCV8402ADDR2G,onsemi,IC PWR DRIVER N-CHAN 1:1 8SOIC,pmic-battery-management,18636,1.35,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8402d-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8402ADDR2G/2512560,2A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,2,-55°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,165mOhm,,General Purpose,42V (Max),Not Required
NCV8402AMNWT1G,onsemi,IC PWR DRIVER N-CHAN 1:1 6DFN,pmic-battery-management,4651,1.11,6-VDFN Exposed Pad,Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8402-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8402AMNWT1G/7220890,2A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,165mOhm,,General Purpose,42V (Max),Not Required
NCV8402ASTT1G,onsemi,IC PWR DRIVER N-CHAN 1:1 SOT223,pmic-battery-management,84858,0.84,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8402-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8402ASTT1G/3536734,2A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,165mOhm,,General Purpose,42V (Max),Not Required
NCV8402ASTT3G,onsemi,IC PWR DRIVER N-CHAN 1:1 SOT223,pmic-battery-management,14502,0.84,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8402-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8402ASTT3G/3536468,2A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,165mOhm,,General Purpose,42V (Max),Not Required
NCV8403ASTT1G,onsemi,IC PWR DRIVER N-CHAN 1:1 SOT223,pmic-battery-management,3070,1.25,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8403-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8403ASTT1G/3536735,14A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q101,1:1,53mOhm,,General Purpose,42V (Max),Not Required
NCV8403ASTT3G,onsemi,IC PWR DRIVER N-CHAN 1:1 SOT223,pmic-battery-management,4081,1.5,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8403-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8403ASTT3G/3536469,14A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q101,1:1,53mOhm,,General Purpose,42V (Max),Not Required
NCV8403BDTRKG,onsemi,IC PWR DRIVER N-CHANNEL 1:1 DPAK,pmic-battery-management,2540,1.45,"TO-252-3, DPAK (2 Leads + Tab), SC-63",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8403-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8403BDTRKG/7386342,14A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q101,1:1,53mOhm,,General Purpose,42V,Not Required
NCV8405ASTT1G,onsemi,IC PWR DRIVER N-CHAN 1:1 SOT223,pmic-battery-management,3093,1.1,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8405-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8405ASTT1G/3062188,6A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,90mOhm,,General Purpose,42V (Max),Not Required
NCV8405ASTT3G,onsemi,IC PWR DRIVER N-CHAN 1:1 SOT223,pmic-battery-management,8065,1.13,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8405-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8405ASTT3G/3062189,6A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q101,1:1,90mOhm,,General Purpose,42V (Max),Not Required
NCV8405BDTRKG,onsemi,IC DRIVER LOW SIDE DPAK-3,pmic-battery-management,1130,1.06,"TO-252-3, DPAK (2 Leads + Tab), SC-63",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8405-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8405BDTRKG/9655824,6A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q101,1:1,90mOhm,,General Purpose,42V (Max),Not Required
NCV8406ASTT1G,onsemi,IC PWR DRIVER N-CHAN 1:1 SOT223,pmic-battery-management,20103,1.24,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8406-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8406ASTT1G/3062191,7A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,185mOhm,,General Purpose,60V (Max),Not Required
NCV8406ASTT3G,onsemi,IC PWR DRIVER N-CHAN 1:1 SOT223,pmic-battery-management,8442,1.19,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8406-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8406ASTT3G/3536470,7A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,185mOhm,,General Purpose,60V (Max),Not Required
NCV8406BDTRKG,onsemi,IC PWR DRIVER N-CHANNEL 1:1 DPAK,pmic-battery-management,3867,1.62,"TO-252-3, DPAK (2 Leads + Tab), SC-63",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8406-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8406BDTRKG/7386344,7A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,185mOhm,,General Purpose,60V (Max),Not Required
NCV8406DD1CR2G,onsemi,AUTOMOTIVE SMARTFET,pmic-battery-management,2909,1.29,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.onsemi.com/download/data-sheet/pdf/ncv8406dd-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8406DD1CR2G/25586047,7A,"Current Limiting (Fixed), Over Temperature, Over Voltage, Short Circuit",Auto Restart,Automotive,Non-Inverting,,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q101,1:1,185mOhm,,General Purpose,60V,Not Required
NCV8408BDTRKG,onsemi,IC PWR DRIVER N-CHANNEL 1:1 DPAK,pmic-battery-management,12104,1.02,"TO-252-3, DPAK (2 Leads + Tab), SC-63",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8408-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8408BDTRKG/7386343,10A,"Open Load Detect, Over Temperature, Over Voltage",,Automotive,,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,55mOhm,,General Purpose,42V (Max),Not Required
NCV84090DR2G,onsemi,90MOHM HIGH SIDE SMARTFET,pmic-battery-management,954,2.47,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv84090-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV84090DR2G/16528514,24A,"Current Limiting (Adjustable), Open Load Detect, Over Temperature, Reverse Battery, UVLO","Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),High Side,P-Channel,,1:1,90mOhm,,General Purpose,4V ~ 28V,Not Required
NCV8411DTRKG,onsemi,IC PWR DRIVER N-CHANNEL 1:1 DPAK,pmic-battery-management,5570,1.66,"TO-252-3, DPAK (2 Leads + Tab), SC-63",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8411-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8411DTRKG/9960403,45A,"Current Limiting (Fixed), Over Temperature, Over Voltage",,Automotive,CMOS,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q101,1:1,23mOhm,,General Purpose,42V (Max),Not Required
NCV84120DR2G,onsemi,SELF PROTECTED VERY LOW IQ HIGH,pmic-battery-management,2803,2.3,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.onsemi.com/download/data-sheet/pdf/ncv84120-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV84120DR2G/17868232,9A,"Current Limiting (Adjustable), Open Load Detect, Over Temperature, Over Voltage, UVLO",Auto Restart,Automotive,Non-Inverting,Logic,1,-40°C ~ 150°C (TJ),High Side,N-Channel,AEC-Q100,1:1,120mOhm,,"Relay, Solenoid Driver",4V ~ 28V,4V ~ 28V
NCV8412ADDR2G,onsemi,SELF-PROTECTED LOW SIDE DRIVER W,pmic-battery-management,1130,2.91,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8412-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8412ADDR2G/14545476,5.9A,"Current Limiting (Fixed), Over Temperature, Over Voltage",,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,145mOhm,,General Purpose,42V,Not Required
NCV8412ASTT3G,onsemi,SELF-PROTECTED LOW SIDE DRIVER W,pmic-battery-management,11362,1.19,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8412-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8412ASTT3G/13559888,5.9A,"Current Limiting (Fixed), Over Temperature, Over Voltage",,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q101,1:1,145mOhm,,General Purpose,42V,Not Required
NCV8413DTRKG,onsemi,LS SMART FET MPW,pmic-battery-management,847,2.19,"TO-252-3, DPAK (2 Leads + Tab), SC-63",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8413-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8413DTRKG/11592793,22A,"Current Limiting (Fixed), Over Temperature, Over Voltage",,Automotive,,On/Off,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,37mOhm,,General Purpose,42V,Not Required
NCV84140DR2G,onsemi,SELF-PROTECTED FET,pmic-battery-management,1559,2.55,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv84140-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV84140DR2G/11592818,16A,"Current Limiting (Fixed), Over Temperature, Over Voltage",,Automotive,CMOS,On/Off,1,-40°C ~ 150°C (TJ),High Side,N-Channel,AEC-Q100,1:1,140mOhm,,General Purpose,4V ~ 28V,Not Required
NCV8415DTRKG,onsemi,SELF-PROTECTED LOW SIDE DRIVER W,pmic-battery-management,14709,1.12,"TO-252-3, DPAK (2 Leads + Tab), SC-63",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8415-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8415DTRKG/18740609,7A,"Current Limiting (Fixed), Over Temperature, Over Voltage, Short Circuit","Auto Restart, Slew Rate Controlled",Automotive,Non-Inverting,,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q101,1:1,80mOhm,,General Purpose,42V,Not Required
NCV8415STT3G,onsemi,SELF-PROTECTED LS DRIVER,pmic-battery-management,7985,0.93,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8415-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8415STT3G/15860023,8.8A,"Current Limiting (Fixed), Over Temperature, Over Voltage, Short Circuit","Auto Restart, Slew Rate Controlled",Automotive,Non-Inverting,,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q101,1:1,105mOhm,,General Purpose,42V,Not Required
NCV8440ASTT1G,onsemi,MOSFET N-CH 59V 2.6A SOT223,pmic-battery-management,2387,1.82,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8440-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8440ASTT1G/3062193,2.6A,Over Voltage,,Automotive,Non-Inverting,On/Off,1,-55°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,95mOhm,,General Purpose,52V,Not Required
NCV8440ASTT3G,onsemi,MOSFET N-CH 59V 2.6A SOT223,pmic-battery-management,16289,1.82,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8440-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8440ASTT3G/3062194,2.6A,Over Voltage,,Automotive,Non-Inverting,On/Off,1,-55°C ~ 150°C (TJ),Low Side,N-Channel,AEC-Q100,1:1,95mOhm,,General Purpose,52V,Not Required
NCV8445DR2G,onsemi,IC PWR DRIVER N-CHAN 1:1 8SOIC,pmic-battery-management,4038,2.61,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2542/NCV8445_Rev3_2-10-17.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8445DR2G/7321198,6A,"Current Limiting (Fixed), Open Load Detect, Over Temperature, Over Voltage, UVLO",Auto Restart,Automotive,Non-Inverting,On/Off,1,,High Side,N-Channel,AEC-Q100,1:1,45mOhm (Max),,General Purpose,6V ~ 36V,Not Required
NCV8450ASTT3G,onsemi,IC PWR DRIVER N-CHAN 1:1 SOT223,pmic-battery-management,27195,1.2,"TO-261-4, TO-261AA",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8450-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8450ASTT3G/3536471,500mA,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),High Side,N-Channel,AEC-Q100,1:1,1Ohm,,General Purpose,4.5V ~ 45V,Not Required
NCV8460ADR2G,onsemi,IC PWR DRIVER N-CHAN 1:1 8SOIC,pmic-battery-management,1683,2.12,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8460-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8460ADR2G/4848524,6A,"Current Limiting (Fixed), Open Load Detect, Over Temperature, Over Voltage, UVLO","Auto Restart, Slew Rate Controlled, Status Flag",,Non-Inverting,On/Off,1,-40°C ~ 150°C (TJ),High Side,N-Channel,,1:1,60mOhm,,General Purpose,6V ~ 36V,Not Required
NCV8461DR2G,onsemi,IC PWR DRIVER N-CHAN 1:1 8SOIC,pmic-battery-management,905,1.67,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/ncv8461-d.pdf,https://www.digikey.com/en/products/detail/onsemi/NCV8461DR2G/4848525,2A,"Current Limiting (Fixed), Over Temperature, Over Voltage",Auto Restart,Automotive,CMOS,On/Off,1,-40°C ~ 150°C (TJ),High Side,N-Channel,AEC-Q100,1:1,350mOhm (Max),,General Purpose,5V ~ 34V,Not Required
NDC3105LT1G,onsemi,IC PWR DRIVER SOT23-3,pmic-battery-management,0,0.12,"TO-236-3, SC-59, SOT-23-3",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/onsemi/NDC3105LT1G/1484296,,,,,,,,,,,,,,,,,
NPS1000UPZ,Nexperia USA Inc.,NPS1000UP/SOT8068/WLCSP8,pmic-battery-management,8000,0.56,"8-XFBGA, WLCSP",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/NPS1000.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/NPS1000UPZ/23018505,1.5A,"Over Temperature, UVLO","Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 105°C (TJ),High Side,N-Channel,,1:1,11mOhm,,General Purpose,0.5V ~ 1V,2.3V ~ 5V
NPS3005GP-Q100Z,Nexperia USA Inc.,"0.5 V TO 5.5 V, 6 A, 15 M, SINGL",pmic-battery-management,3240,0.69,8-WFDFN,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/NPS3005_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/NPS3005GP-Q100Z/26860834,6A,"Over Temperature, UVLO","Load Discharge, Slew Rate Controlled",Automotive,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,AEC-Q100,1:1,15mOhm,,General Purpose,0.5V ~ 5.5V,1.5V ~ 5.5V
NPS3005GPZ,Nexperia USA Inc.,"0.5 V TO 5.5 V, 6 A, 15 M, SINGL",pmic-battery-management,3000,0.33,8-WFDFN,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/NPS3005.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/NPS3005GPZ/26860841,6A,"Over Temperature, UVLO","Load Discharge, Slew Rate Controlled",,Non-Inverting,On/Off,1,-40°C ~ 105°C (TA),High Side,N-Channel,,1:1,15mOhm,,General Purpose,0.5V ~ 5.5V,1.5V ~ 5.5V
NPS3102AGBJ,Nexperia USA Inc.,"12 V, 17 M, 2 A 13.5 A EFUSE",pmic-battery-management,2994,1.83,10-WFDFN Exposed Pad,"Surface Mount, Wettable Flank",Active,https://assets.nexperia.com/documents/data-sheet/NPS3102.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/NPS3102AGBJ/24626821,13.5A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, UVLO",Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,N-Channel,,1:1,17mOhm,,General Purpose,9V ~ 18V,Not Required
NPS3102BGBJ,Nexperia USA Inc.,"13 V, 17 M, 2 A 13.5 A EFUSE",pmic-battery-management,2798,1.83,10-WFDFN Exposed Pad,"Surface Mount, Wettable Flank",Active,https://assets.nexperia.com/documents/data-sheet/NPS3102.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/NPS3102BGBJ/24626819,13.5A,"Current Limiting (Adjustable), Over Temperature, Over Voltage, UVLO",Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TJ),High Side,N-Channel,,1:1,17mOhm,,General Purpose,9V ~ 18V,Not Required
NPS4053GH-Q100Z,Nexperia USA Inc.,POWER MANAGEMENT ICS,pmic-battery-management,2054,0.65,6-WDFN Exposed Pad,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/NPS4053_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/NPS4053GH-Q100Z/21286452,2A,"Current Limiting (Fixed), Over Temperature, Reverse Battery, UVLO",Status Flag,Automotive,Non-Inverting,On/Off,1,-40°C ~ 125°C,High Side,N-Channel,AEC-Q100,1:1,55mOhm,,USB Switch,2.5V ~ 5.5V,2.5V ~ 5.5V
NPS4053GHZ,Nexperia USA Inc.,POWER MANAGEMENT ICS,pmic-battery-management,7897,0.39,6-WDFN Exposed Pad,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/NPS4053.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/NPS4053GHZ/21286453,2A,"Current Limiting (Fixed), Over Temperature, Reverse Battery, UVLO",Status Flag,,Non-Inverting,On/Off,1,-40°C ~ 125°C,High Side,N-Channel,,1:1,55mOhm,,USB Switch,2.5V ~ 5.5V,2.5V ~ 5.5V
NPS7601UPZ,Nexperia USA Inc.,COMPACT PARALLELABLE 1.5 V TO 5.,pmic-battery-management,247,1.03,"4-XFBGA, WLCSP",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/NPS7601.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/NPS7601UPZ/28740983,1.5A,"Over Temperature, Reverse Current, Short Circuit",Slew Rate Controlled,,Non-Inverting,On/Off,1,-40°C ~ 125°C (TA),High Side,P-Channel,,1:1,,,USB Switch,1.5V ~ 5.5V,Not Required
NV6169,"Navitas Semiconductor, Inc.",GANSENSE SINGLE 650V 45MOHM PQFN,pmic-battery-management,945,19.82,36-VQFN Exposed Pad,Surface Mount,Active,https://navitassemi.com/wp-content/plugins/gb-navitas-stock-checker/product_files/NV6169_Datasheet.pdf,https://www.digikey.com/en/products/detail/navitas-semiconductor-inc/NV6169/25972618,24A,"Current Limiting (Fixed), Over Temperature","Slew Rate Controlled, Status Flag",,Non-Inverting,PWM,1,-40°C ~ 125°C (TJ),Low Side,N-Channel,,1:1,45mOhm,GaNFast™,General Purpose,650V,9V ~ 30V
NV6426-RA,"Navitas Semiconductor, Inc.",GANFAST BDS 650V 80MOHM TOLT,pmic-battery-management,424,11.12,16-PowerSOP Module,Surface Mount,Active,https://navitassemi.com/wp-content/plugins/gb-navitas-stock-checker/product_files/NV6426_110mO%20Max_Bi-Directional%20GaNFast_TOLT.pdf,https://www.digikey.com/en/products/detail/navitas-semiconductor-inc/NV6426-RA/28532415,30A,,,,Non-Inverting,,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,,1:1,80mOhm,GaNFast™,General Purpose,650V,Not Required
NV6427-RA,"Navitas Semiconductor, Inc.",GANFAST BDS 650V 102MOHM TOLT,pmic-battery-management,128,12.73,16-PowerSOP Module,Surface Mount,Active,https://navitassemi.com/wp-content/plugins/gb-navitas-stock-checker/product_files/NV6427_140mO%20Max_Bi-Directional%20GaNFast_TOLT.pdf,https://www.digikey.com/en/products/detail/navitas-semiconductor-inc/NV6427-RA/28532425,25A,,,,Non-Inverting,,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,,1:1,,GaNFast™,General Purpose,650V,Not Required
NV6428-RA,"Navitas Semiconductor, Inc.",GANFAST BDS 650V 52MOHM TOLT,pmic-battery-management,538,14.65,16-PowerSOP Module,Surface Mount,Active,https://navitassemi.com/wp-content/plugins/gb-navitas-stock-checker/product_files/NV6428_70mO%20Max_Bi-Directional%20GaNFast_TOLT.pdf,https://www.digikey.com/en/products/detail/navitas-semiconductor-inc/NV6428-RA/28532418,49A,,,,Non-Inverting,,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,,1:1,52mOhm,GaNFast™,General Purpose,650V,Not Required
NV6513,"Navitas Semiconductor, Inc.",650V 55MO GAN POWER IC TOLL-4L,pmic-battery-management,1551,28.01,8-PowerSFN,Surface Mount,Active,https://navitassemi.com/wp-content/plugins/gb-navitas-stock-checker/product_files/NV6513-Q_GaNSafe_TOLL_45mO%20Max_Datasheet.pdf,https://www.digikey.com/en/products/detail/navitas-semiconductor-inc/NV6513/21648950,53A,"Current Limiting (Fixed), Over Temperature, Short Circuit",Slew Rate Controlled,,Non-Inverting,,1,-40°C ~ 150°C (TJ),High Side,N-Channel,,1:1,32mOhm,GaNFast™,General Purpose,650V,Not Required
NV6514C,"Navitas Semiconductor, Inc.",GANSAFE 650V 25 (MAX)MOHM TOLL G,pmic-battery-management,1277,44.08,8-PowerSFN,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7130/1913_NV6514CQGaNSafeTOLL25mOMaxDatasheet20240917.pdf,https://www.digikey.com/en/products/detail/navitas-semiconductor-inc/NV6514C/25972598,90A,"Current Limiting (Fixed), Over Temperature, Short Circuit",Slew Rate Controlled,,Non-Inverting,,1,-40°C ~ 150°C (TJ),Low Side,N-Channel,,1:1,18mOhm,GaNSafe™,General Purpose,650V,11V ~ 18V
