MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Connectivity,Core Processor,Core Size,Data Converters,DigiKey Programmable,EEPROM Size,Grade,Number of I/O,Operating Temperature,Oscillator Type,Peripherals,Program Memory Size,Program Memory Type,Qualification,RAM Size,Series,Speed,Voltage - Supply (Vcc/Vdd)
ATSAMD51P20A-AUT,Microchip Technology,IC MCU 32BIT 1MB FLASH 128TQFP,embedded-microcontrollers,3701,8.21,128-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/Errata/SAM-D5x-E5x-Family-Silicon-Errata-and-Data-Sheet-Clarification-DS80000748.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAMD51P20A-AUT/7390292,"EBI/EMI, I2C, IrDA, LINbus, MMC/SD, QSPI, SPI, UART/USART, USB",ARM® Cortex®-M4F,32-Bit,A/D 32x12b; D/A 2x12b,Not Verified,,,99,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM",1MB (1M x 8),FLASH,,256K x 8,SAM D51,120MHz,1.71V ~ 3.63V
ATSAME51J19A-AUT,Microchip Technology,IC MCU 32BIT 512KB FLASH 64TQFP,embedded-microcontrollers,357,6.22,64-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-D5x-E5x-Family-Data-Sheet-DS60001507.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAME51J19A-AUT/7390305,"CANbus, EBI/EMI, I2C, IrDA, LINbus, MMC/SD, QSPI, SPI, UART/USART, USB",ARM® Cortex®-M4F,32-Bit,A/D 24x12b; D/A 2x12b,Not Verified,,,51,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM",512KB (512K x 8),FLASH,,192K x 8,SAM E51,120MHz,1.71V ~ 3.63V
ATSAME51J20A-MUT,Microchip Technology,IC MCU 32BIT 1MB FLASH 64VQFN,embedded-microcontrollers,5269,7.46,64-VFQFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-D5x-E5x-Family-Data-Sheet-DS60001507.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAME51J20A-MUT/7644786,"CANbus, EBI/EMI, I2C, IrDA, LINbus, MMC/SD, QSPI, SPI, UART/USART, USB",ARM® Cortex®-M4F,32-Bit,A/D 24x12b; D/A 2x12b,Not Verified,,,51,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM",1MB (1M x 8),FLASH,,256K x 8,SAM E51,120MHz,1.71V ~ 3.63V
ATSAME54P20A-AU,Microchip Technology,IC MCU 32BIT 1MB FLASH 128TQFP,embedded-microcontrollers,423,9.4,128-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/Errata/SAM-D5x-E5x-Family-Silicon-Errata-and-Data-Sheet-Clarification-DS80000748.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAME54P20A-AU/7390345,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MMC/SD, QSPI, SPI, UART/USART, USB",ARM® Cortex®-M4F,32-Bit,A/D 32x12b; D/A 2x12b,Not Verified,,,99,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",1MB (1M x 8),FLASH,,256K x 8,SAM E54,120MHz,1.71V ~ 3.63V
ATSAME54P20A-AUT,Microchip Technology,IC MCU 32BIT 1MB FLASH 128TQFP,embedded-microcontrollers,1941,9.53,128-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/Errata/SAM-D5x-E5x-Family-Silicon-Errata-and-Data-Sheet-Clarification-DS80000748.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAME54P20A-AUT/7390300,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MMC/SD, QSPI, SPI, UART/USART, USB",ARM® Cortex®-M4F,32-Bit,A/D 32x12b; D/A 2x12b,Not Verified,,,99,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",1MB (1M x 8),FLASH,,256K x 8,SAM E54,120MHz,1.71V ~ 3.63V
ATSAME70N21B-ANT,Microchip Technology,IC MCU 32BIT 2MB FLASH 100LQFP,embedded-microcontrollers,1458,16.62,100-LQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAME70N21B-ANT/8275703,"CANbus, Ethernet, I2C, IrDA, LINbus, MMC/SD/SDIO, QSPI, SPI, UART/USART, USB",ARM® Cortex®-M7,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,,,75,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",2MB (2M x 8),FLASH,,384K x 8,SAM E70,300MHz,1.62V ~ 3.6V
ATSAME70Q21A-AN,Microchip Technology,IC MCU 32BIT 2MB FLASH 144LQFP,embedded-microcontrollers,515,18.9,144-LQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAME70Q21A-AN/5235899,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MMC/SD/SDIO, QSPI, SPI, UART/USART, USB",ARM® Cortex®-M7,32-Bit,A/D 24x12b; D/A 2x12b,Not Verified,,,114,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",2MB (2M x 8),FLASH,,384K x 8,SAM E70,300MHz,1.62V ~ 3.6V
ATSAME70Q21B-AN,Microchip Technology,IC MCU 32BIT 2MB FLASH 144LQFP,embedded-microcontrollers,367,18.9,144-LQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAME70Q21B-AN/8275743,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MMC/SD/SDIO, QSPI, SPI, UART/USART, USB",ARM® Cortex®-M7,32-Bit,A/D 24x12b; D/A 2x12b,Not Verified,,,114,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",2MB (2M x 8),FLASH,,384K x 8,SAM E70,300MHz,1.62V ~ 3.6V
ATSAME70Q21B-ANT,Microchip Technology,IC MCU 32BIT 2MB FLASH 144LQFP,embedded-microcontrollers,5437,19.09,144-LQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAME70Q21B-ANT/8275708,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MMC/SD/SDIO, QSPI, SPI, UART/USART, USB",ARM® Cortex®-M7,32-Bit,A/D 24x12b; D/A 2x12b,Not Verified,,,114,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",2MB (2M x 8),FLASH,,384K x 8,SAM E70,300MHz,1.62V ~ 3.6V
ATSAML10D15A-MU,Microchip Technology,IC MCU 32BIT 32KB FLASH 24VQFN,embedded-microcontrollers,290,2.23,24-VFQFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/SAM-L10L11-Family-DataSheet-DS60001513F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAML10D15A-MU/9360539,"I2C, LINbus, SPI, UART/USART",ARM® Cortex®-M23,32-Bit,A/D 5x12b; D/A 1x10b,Not Verified,2K x 8,,17,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,SAM L10,32MHz,1.62V ~ 3.63V
ATSAML10D15A-MUT,Microchip Technology,IC MCU 32BIT 32KB FLASH 24VQFN,embedded-microcontrollers,27872,2.26,24-VFQFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/SAM-L10L11-Family-DataSheet-DS60001513F.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAML10D15A-MUT/9360475,"I2C, LINbus, SPI, UART/USART",ARM® Cortex®-M23,32-Bit,A/D 5x12b; D/A 1x10b,Not Verified,2K x 8,,17,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, DMA, POR, PWM, WDT",32KB (32K x 8),FLASH,,8K x 8,SAM L10,32MHz,1.62V ~ 3.63V
ATSAML21E18B-MUT,Microchip Technology,IC MCU 32BIT 256KB FLASH 32QFN,embedded-microcontrollers,4334,5.95,32-VFQFN Exposed Pad,Surface Mount,Active,http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-42385-SAM-L21_Datasheet_Summary.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAML21E18B-MUT/5638770,"I2C, LINbus, SCI, SPI, UART/USART, USB",ARM® Cortex®-M0+,32-Bit,A/D 10x12b; D/A 2x12b,Not Verified,,,25,-40°C ~ 85°C (TA),Internal,"DMA, POR, PWM, WDT",256KB (256K x 8),FLASH,,32K x 8,"SAM L21E, Functional Safety (FuSa)",48MHz,1.62V ~ 3.63V
ATSAML21G18B-AUT,Microchip Technology,IC MCU 32BIT 256KB FLASH 48TQFP,embedded-microcontrollers,2463,6.24,48-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/SAM_L21_Family_DataSheet_DS60001477C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAML21G18B-AUT/5638775,"I2C, LINbus, SCI, SPI, UART/USART, USB",ARM® Cortex®-M0+,32-Bit,A/D 14x12b; D/A 2x12b,Not Verified,,,37,-40°C ~ 85°C (TA),Internal,"DMA, POR, PWM, WDT",256KB (256K x 8),FLASH,,32K x 8,"SAM L21G, Functional Safety (FuSa)",48MHz,1.62V ~ 3.63V
ATSAML21J18B-AUT,Microchip Technology,IC MCU 32BIT 256KB FLASH 64TQFP,embedded-microcontrollers,6567,6.7,64-TQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/SAM_L21_Family_DataSheet_DS60001477C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAML21J18B-AUT/5638781,"I2C, LINbus, SCI, SPI, UART/USART, USB",ARM® Cortex®-M0+,32-Bit,A/D 20x12b; D/A 2x12b,Not Verified,,,51,-40°C ~ 85°C (TA),Internal,"DMA, POR, PWM, WDT",256KB (256K x 8),FLASH,,32K x 8,"SAM L21J, Functional Safety (FuSa)",48MHz,1.62V ~ 3.63V
ATSAMV71Q21B-AAB,Microchip Technology,IC MCU 32BIT 2MB FLASH 144LQFP,embedded-microcontrollers,1432,19.48,144-LQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAMV71Q21B-AAB/7898447,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MMC/SD/SDIO, QSPI, SPI, SSC, UART/USART, USB",ARM® Cortex®-M7,32-Bit,A/D 24x12b; D/A 2x12b,Not Verified,,Automotive,114,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",2MB (2M x 8),FLASH,AEC-Q100,384K x 8,SAM V71,300MHz,3V ~ 3.6V
ATSAMV71Q21B-AABT,Microchip Technology,IC MCU 32BIT 2MB FLASH 144LQFP,embedded-microcontrollers,1802,19.49,144-LQFP,Surface Mount,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATSAMV71Q21B-AABT/7898448,"CANbus, EBI/EMI, Ethernet, I2C, IrDA, LINbus, MMC/SD/SDIO, QSPI, SPI, SSC, UART/USART, USB",ARM® Cortex®-M7,32-Bit,A/D 24x12b; D/A 2x12b,Not Verified,,Automotive,114,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, DMA, I2S, POR, PWM, WDT",2MB (2M x 8),FLASH,AEC-Q100,384K x 8,SAM V71,300MHz,3V ~ 3.6V
ATTINY10-MAHR,Microchip Technology,IC MCU 8BIT 1KB FLASH 8UDFN,embedded-microcontrollers,27739,0.74,8-UFDFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-8127-AVR-8-bit-Microcontroller-ATtiny4-ATtiny5-ATtiny9-ATtiny10_Datasheet-Summary.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY10-MAHR/2357300,,AVR,8-Bit,A/D 4x8b,Not Verified,,,4,-40°C ~ 85°C (TA),Internal,"POR, PWM, WDT",1KB (512 x 16),FLASH,,32 x 8,AVR® ATtiny,12MHz,1.8V ~ 5.5V
ATTINY10-TS8R,Microchip Technology,IC MCU 8BIT 1KB FLASH SOT23-6,embedded-microcontrollers,14849,0.44,SOT-23-6,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-8127-AVR-8-bit-Microcontroller-ATtiny4-ATtiny5-ATtiny9-ATtiny10_Datasheet-Summary.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY10-TS8R/2271065,,AVR,8-Bit,A/D 4x8b,Verified,,,4,-40°C ~ 125°C (TA),Internal,"POR, PWM, WDT",1KB (512 x 16),FLASH,,32 x 8,AVR® ATtiny,10MHz,1.8V ~ 5.5V
ATTINY10-TSHR,Microchip Technology,IC MCU 8BIT 1KB FLASH SOT23-6,embedded-microcontrollers,22892,0.44,SOT-23-6,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny4-5-9-10-Data-Sheet-DS40002060A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY10-TSHR/2051008,,AVR,8-Bit,A/D 4x8b,Verified,,,4,-40°C ~ 85°C (TA),Internal,"POR, PWM, WDT",1KB (512 x 16),FLASH,,32 x 8,AVR® ATtiny,12MHz,1.8V ~ 5.5V
ATTINY102-SSNR,Microchip Technology,IC MCU 8BIT 1KB FLASH 8SOIC,embedded-microcontrollers,3790,0.75,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-42505-8-bit-AVR-Microcontrollers-ATtiny102-ATtiny104_Summary.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY102-SSNR/5956294,UART/USART,AVR,8-Bit,A/D 5x10b,Not Verified,,,6,-40°C ~ 105°C (TA),Internal,"POR, PWM, WDT",1KB (1K x 8),FLASH,,32 x 8,AVR® ATtiny,12MHz,1.8V ~ 5.5V
ATTINY13-20PU,Microchip Technology,IC MCU 8BIT 1KB FLASH 8DIP,embedded-microcontrollers,644,1.75,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/doc2535.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY13-20PU/1008447,,AVR,8-Bit,A/D 4x10b,Verified,64 x 8,,6,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1KB (512 x 16),FLASH,,64 x 8,AVR® ATtiny,20MHz,2.7V ~ 5.5V
ATTINY13-20SSU,Microchip Technology,IC MCU 8BIT 1KB FLASH 8SOIC,embedded-microcontrollers,1730,1.57,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/2535S.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY13-20SSU/1008436,,AVR,8-Bit,A/D 4x10b,Verified,64 x 8,,6,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1KB (512 x 16),FLASH,,64 x 8,AVR® ATtiny,20MHz,2.7V ~ 5.5V
ATTINY13-20SSUR,Microchip Technology,IC MCU 8BIT 1KB FLASH 8SOIC,embedded-microcontrollers,41083,1.62,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/2535S.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY13-20SSUR/2508000,,AVR,8-Bit,A/D 4x10b,Verified,64 x 8,,6,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1KB (512 x 16),FLASH,,64 x 8,AVR® ATtiny,20MHz,2.7V ~ 5.5V
ATTINY13A-PU,Microchip Technology,IC MCU 8BIT 1KB FLASH 8DIP,embedded-microcontrollers,5732,1.13,"8-DIP (0.300"", 7.62mm)",Through Hole,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7311/ATTINY13-20SSURCT.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY13A-PU/1914671,,AVR,8-Bit,A/D 4x10b,Verified,64 x 8,,6,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1KB (512 x 16),FLASH,,64 x 8,AVR® ATtiny,20MHz,1.8V ~ 5.5V
ATTINY13A-SSU,Microchip Technology,IC MCU 8BIT 1KB FLASH 8SOIC,embedded-microcontrollers,207544,0.75,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny13A-Data-Sheet-DS40002307A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY13A-SSU/1914672,,AVR,8-Bit,A/D 4x10b,Verified,64 x 8,,6,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1KB (512 x 16),FLASH,,64 x 8,AVR® ATtiny,20MHz,1.8V ~ 5.5V
ATTINY13A-SSUR,Microchip Technology,IC MCU 8BIT 1KB FLASH 8SOIC,embedded-microcontrollers,20307,0.75,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny13A-Data-Sheet-DS40002307A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY13A-SSUR/2522791,,AVR,8-Bit,A/D 4x10b,Verified,64 x 8,,6,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1KB (512 x 16),FLASH,,64 x 8,AVR® ATtiny,20MHz,1.8V ~ 5.5V
ATTINY13A-SU,Microchip Technology,IC MCU 8BIT 1KB FLASH 8SOIC,embedded-microcontrollers,3116,1.01,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7311/ATTINY13-20SSURCT.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY13A-SU/1914673,,AVR,8-Bit,A/D 4x10b,Verified,64 x 8,,6,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1KB (512 x 16),FLASH,,64 x 8,AVR® ATtiny,20MHz,1.8V ~ 5.5V
ATTINY13A-SUR,Microchip Technology,IC MCU 8BIT 1KB FLASH 8SOIC,embedded-microcontrollers,1443,1.05,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny13A-Data-Sheet-DS40002307A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY13A-SUR/2522792,,AVR,8-Bit,A/D 4x10b,Verified,64 x 8,,6,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1KB (512 x 16),FLASH,,64 x 8,AVR® ATtiny,20MHz,1.8V ~ 5.5V
ATTINY13V-10SU,Microchip Technology,IC MCU 8BIT 1KB FLASH 8SOIC,embedded-microcontrollers,45760,1.57,"8-SOIC (0.209"", 5.30mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/2535S.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY13V-10SU/1008442,,AVR,8-Bit,A/D 4x10b,Verified,64 x 8,,6,-40°C ~ 85°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",1KB (512 x 16),FLASH,,64 x 8,AVR® ATtiny,10MHz,1.8V ~ 5.5V
ATTINY1604-SSN,Microchip Technology,IC MCU 8BIT 16KB FLASH 14SOIC,embedded-microcontrollers,4129,0.77,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY1604-SSN/10270322,"I2C, IrDA, LINbus, SPI, UART/USART",AVR,8-Bit,A/D 10x10b,Not Verified,256 x 8,,12,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",16KB (16K x 8),FLASH,,1K x 8,"tinyAVR™ 0, Functional Safety (FuSa)",20MHz,1.8V ~ 5.5V
ATTINY1604-SSNR,Microchip Technology,IC MCU 8BIT 16KB FLASH 14SOIC,embedded-microcontrollers,9214,0.77,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY1604-SSNR/10270297,"I2C, IrDA, LINbus, SPI, UART/USART",AVR,8-Bit,A/D 10x10b,Not Verified,256 x 8,,12,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",16KB (16K x 8),FLASH,,1K x 8,"tinyAVR™ 0, Functional Safety (FuSa)",20MHz,1.8V ~ 5.5V
ATTINY1606-MNR,Microchip Technology,IC MCU 8BIT 16KB FLASH 20VQFN,embedded-microcontrollers,20075,0.82,20-VFQFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY1606-MNR/11476188,"I2C, SPI, UART/USART",AVR,8-Bit,A/D 12x10b,Not Verified,256 x 8,,18,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",16KB (16K x 8),FLASH,,1K x 8,"tinyAVR™ 0, Functional Safety (FuSa)",20MHz,1.8V ~ 5.5V
ATTINY1606-SN,Microchip Technology,IC MCU 8BIT 16KB FLASH 20SOIC,embedded-microcontrollers,288,1.06,"20-SOIC (0.295"", 7.50mm Width)",Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY1606-SN/10187747,"I2C, SPI, UART/USART",AVR,8-Bit,A/D 12x10b,Not Verified,256 x 8,,18,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",16KB (16K x 8),FLASH,,1K x 8,"tinyAVR™ 0, Functional Safety (FuSa)",20MHz,1.8V ~ 5.5V
ATTINY1607-MFR,Microchip Technology,IC MCU 8BIT 16KB FLASH 24VQFN,embedded-microcontrollers,1939,1.11,24-VFQFN Exposed Pad,Surface Mount,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny804-06-07-1604-06-07-DataSheet-DS40002312A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY1607-MFR/9342029,"I2C, IrDA, LINbus, SPI, UART/USART",AVR,8-Bit,A/D 12x10b,Not Verified,256 x 8,,22,-40°C ~ 125°C (TA),Internal,"Brown-out Detect/Reset, POR, WDT",16KB (16K x 8),FLASH,,1K x 8,"tinyAVR™ 0, Functional Safety (FuSa)",16MHz,2.7V ~ 5.5V
ATTINY1614-SSN,Microchip Technology,IC MCU 8BIT 16KB FLASH 14SOIC,embedded-microcontrollers,1169,0.9,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,http://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny1614-16-17-DataSheet-DS40002204A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY1614-SSN/10231342,"I2C, IrDA, LINbus, SPI, UART/USART",AVR,8-Bit,A/D 14x10b; D/A 3x8b,Verified,256 x 8,,12,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,"tinyAVR™ 1, Functional Safety (FuSa)",20MHz,1.8V ~ 5.5V
ATTINY1614-SSNR,Microchip Technology,IC MCU 8BIT 16KB FLASH 14SOIC,embedded-microcontrollers,33434,0.9,"14-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,http://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny1614-16-17-DataSheet-DS40002204A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY1614-SSNR/7354616,"I2C, IrDA, LINbus, SPI, UART/USART",AVR,8-Bit,A/D 14x10b; D/A 3x8b,Verified,256 x 8,,12,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,"tinyAVR™ 1, Functional Safety (FuSa)",20MHz,1.8V ~ 5.5V
ATTINY1616-MFR,Microchip Technology,IC MCU 8BIT 16KB FLASH 20VQFN,embedded-microcontrollers,38059,0.92,20-VFQFN Exposed Pad,Surface Mount,Active,http://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny1614-16-17-DataSheet-DS40002204A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY1616-MFR/7354617,"I2C, IrDA, LINbus, SPI, UART/USART",AVR,8-Bit,A/D 20x10b; D/A 3x8b,Not Verified,256 x 8,,18,-40°C ~ 125°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,"tinyAVR™ 1, Functional Safety (FuSa)",16MHz,2.7V ~ 5.5V
ATTINY1616-MNR,Microchip Technology,IC MCU 8BIT 16KB FLASH 20VQFN,embedded-microcontrollers,14768,0.9,20-VFQFN Exposed Pad,Surface Mount,Active,http://ww1.microchip.com/downloads/en/DeviceDoc/ATtiny1614-16-17-DataSheet-DS40002204A.pdf,https://www.digikey.com/en/products/detail/microchip-technology/ATTINY1616-MNR/7354618,"I2C, IrDA, LINbus, SPI, UART/USART",AVR,8-Bit,A/D 20x10b; D/A 3x8b,Not Verified,256 x 8,,18,-40°C ~ 105°C (TA),Internal,"Brown-out Detect/Reset, POR, PWM, WDT",16KB (16K x 8),FLASH,,2K x 8,"tinyAVR™ 1, Functional Safety (FuSa)",20MHz,1.8V ~ 5.5V
