MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,"Coded, Keyed",Color,Contents,Features,For Use With/Related Products,Gender,Includes,Number of Positions,Series,Size,Stacking Direction,Style,Terminal Size,Terminal Type,Termination Style,Thread Size,Type
0936030003,Molex,COMPLETE SET M/F 3P/PG11,optoisolators-logic-output,0,43.67,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030003/8478532,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,PG11,
0936030004,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,38.89,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030004/8478533,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,PG11,
0936030005,Molex,COMPLETE SET M/F 3P/PG11,optoisolators-logic-output,0,55.71,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030005/8478534,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,PG11,
0936030006,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,50.71,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030006/8478535,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,PG11,
0936030007,Molex,COMPLETE SET M/F 3P/PG11,optoisolators-logic-output,0,43.89,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030007/8478536,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,PG11,
0936030008,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,49.2,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030008/8478537,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,PG11,
0936030009,Molex,COMPLETE SET M/F 3P/M20,optoisolators-logic-output,0,36.24,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030009/8478538,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,M20,
0936030010,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,34.105,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030010/8478539,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,M20,
0936030011,Molex,COMPLETE SET M/F 3P/M20,optoisolators-logic-output,0,35.6,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030011/8478540,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030012,Molex,COMPLETE SET M/F 3P/M20+CABLE GL,optoisolators-logic-output,0,39.53,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030012/8478541,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030013,Molex,COMPLETE SET M/F 3P/M20,optoisolators-logic-output,0,45.43,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030013/8478542,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,M20,
0936030014,Molex,COMPLETE SET M/F 3P/M20+CABLE GL,optoisolators-logic-output,0,44.04,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030014/8478543,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,M20,
0936030015,Molex,COMPLETE SET M/F 3P/M20,optoisolators-logic-output,0,53.83,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030015/8478544,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030016,Molex,COMPLETE SET M/F 3P/M20+CABLE GL,optoisolators-logic-output,0,61.7,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030016/8478545,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",3+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030017,Molex,COMPLETE SET M/F 4P/PG11,optoisolators-logic-output,0,38.03,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030017/8478546,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,PG11,
0936030018,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,41.29,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030018/8478547,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,PG11,
0936030019,Molex,COMPLETE SET M/F 4P/PG11,optoisolators-logic-output,0,37.43,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030019/8478548,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,PG11,
0936030020,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,40.67,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030020/8478549,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,PG11,
0936030021,Molex,COMPLETE SET M/F 4P/PG11,optoisolators-logic-output,0,47.19,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030021/8478550,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,PG11,
0936030022,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,52.46,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030022/8478551,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,PG11,
0936030023,Molex,COMPLETE SET M/F 4P/PG11,optoisolators-logic-output,0,45.65,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030023/8478552,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,PG11,
0936030024,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,50.98,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030024/8478553,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,PG11,
0936030025,Molex,COMPLETE SET M/F 4P/M20,optoisolators-logic-output,0,38.03,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030025/8478554,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,M20,
0936030026,Molex,COMPLETE SET M/F 4P/M20+CABLE GL,optoisolators-logic-output,0,41.92,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030026/8478555,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,M20,
0936030027,Molex,COMPLETE SET,optoisolators-logic-output,0,45.89,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030027/8478556,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030028,Molex,COMPLETE SET M/F 4P/M20+CABLE GL,optoisolators-logic-output,0,41.29,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030028/8478557,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030029,Molex,COMPLETE SET,optoisolators-logic-output,0,47.19,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030029/8478558,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,M20,
0936030030,Molex,COMPLETE SET M/F 4P/M20+CABLE GL,optoisolators-logic-output,0,53.55,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030030/8478559,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Side-Base",,,Screw,M20,
0936030031,Molex,COMPLETE SET M/F 4P/M20,optoisolators-logic-output,0,45.65,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030031/8478560,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030032,Molex,COMPLETE SET M/F 4P/M20+CABLE GL,optoisolators-logic-output,0,44.239,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030032/8478561,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",4+Ground,GWconnect,3A,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030033,Molex,COMPLETE SET M/F 6P/PG16,optoisolators-logic-output,0,87.92,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030033/8478562,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Side-Hood, Bottom-Base",,,Screw,PG16,
0936030034,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,93.61,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030034/8478563,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Side-Hood, Bottom-Base",,,Screw,PG16,
0936030035,Molex,COMPLETE SET M/F 6P/PG16,optoisolators-logic-output,0,89.23,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030035/8478564,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Top-Hood, Bottom-Base",,,Screw,PG16,
0936030036,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,94.94,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030036/8478565,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Top-Hood, Bottom-Base",,,Screw,PG16,
0936030037,Molex,COMPLETE SET M/F 6P/PG16,optoisolators-logic-output,0,117.99,,,Active,https://www.molex.com/webdocs/datasheets/pdf/en-us/0936030037_INDUSTRIAL_CONN_EN.pdf,https://www.digikey.com/en/products/detail/molex/0936030037/8478566,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,Side Entry,,,Screw,PG16,
0936030038,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,105.86,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030038/8478567,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,Side Entry,,,Screw,PG16,
0936030039,Molex,COMPLETE SET M/F 6P/PG16,optoisolators-logic-output,0,101.53,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030039/8478568,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Top-Hood, Side-Base",,,Screw,PG16,
0936030040,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,107.16,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030040/8478569,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Top-Hood, Side-Base",,,Screw,PG16,
0936030041,Molex,COMPLETE SET M/F 6P/M20,optoisolators-logic-output,6,105.57,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030041/8478570,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Side-Hood, Bottom-Base",,,Screw,M20,
0936030042,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,94.13,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030042/8478571,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Side-Hood, Bottom-Base",,,Screw,M20,
0936030043,Molex,COMPLETE SET M/F 6P/M20,optoisolators-logic-output,0,89.23,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030043/8478572,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030044,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,95.46,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030044/8478573,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030045,Molex,COMPLETE SET M/F 6P/M20,optoisolators-logic-output,0,100.22,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030045/8478574,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,Side Entry,,,Screw,M20,
0936030046,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,106.39,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030046/8478575,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,Side Entry,,,Screw,M20,
0936030047,Molex,COMPLETE SET M/F 6P/M20,optoisolators-logic-output,0,101.53,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030047/8478576,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Top-Hood, Side-Base",,,Screw,M20,
0936030048,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,107.7,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030048/8478577,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",6+Ground,GWconnect,6B,,"Top-Hood, Side-Base",,,Screw,M20,
0936030049,Molex,COMPLETE SET M/F 10P/PG16,optoisolators-logic-output,1,150.13,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030049/8478578,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,"Side-Hood, Bottom-Base",,,Screw,PG16,
0936030050,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,125.9,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030050/8478579,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,"Side-Hood, Bottom-Base",,,Screw,PG16,
0936030051,Molex,COMPLETE SET M/F 10P/PG16,optoisolators-logic-output,0,118.73,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030051/8478580,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,"Top-Hood, Bottom-Base",,,Screw,PG16,
0936030052,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,124.59,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030052/8478581,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,"Top-Hood, Bottom-Base",,,Screw,PG16,
0936030053,Molex,COMPLETE SET M/F 10P/PG16,optoisolators-logic-output,0,135.41,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030053/8478582,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,"Side-Hood, Bottom-Base",,,Screw,PG16,
0936030055,Molex,COMPLETE SET M/F 10P/PG16,optoisolators-logic-output,0,134.12,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030055/8478584,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,Side Entry,,,Screw,PG16,
0936030056,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,91.57,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030056/8478585,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,Side Entry,,,Screw,PG16,
0936030057,Molex,COMPLETE SET M/F 10P/M20,optoisolators-logic-output,0,120.03,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030057/8478586,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,"Side-Hood, Bottom-Base",,,Screw,M20,
0936030058,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,125.9,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030058/8478587,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,"Side-Hood, Bottom-Base",,,Screw,M20,
0936030059,Molex,COMPLETE SET M/F 10P/M20,optoisolators-logic-output,0,118.73,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030059/8478588,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,"Top-Hood, Bottom-Base",,,Screw,M20,
0936030063,Molex,COMPLETE SET M/F 10P/M20,optoisolators-logic-output,0,134.12,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030063/8478592,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,"Top-Hood, Side-Base",,,Screw,M20,
0936030064,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,91.57,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030064/8478593,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",10+Ground,GWconnect,10B,,"Top-Hood, Side-Base",,,Screw,M20,
0936030074,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,2,187.28,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030074/8478603,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",16+Ground,GWconnect,16B,,"Side-Hood, Bottom-Base",,,Screw,M25,
0936030081,Molex,COMPLETE SET M/F 24P/PG21,optoisolators-logic-output,1,215.64,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030081/8478610,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",24+Ground,GWconnect,24B,,"Side-Hood, Bottom-Base",,,Screw,PG21,
0936030090,Molex,COMPLETE SET WITH CABLE GLAND,optoisolators-logic-output,0,225.17,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030090/8478619,,,Cable and Panel Connector Assembly,,,,"5 pcs - 1 Base, 1 Cable Gland, 2 Inserts, 1 Housing",24+Ground,GWconnect,24B,,"Side-Hood, Bottom-Base",,,Screw,M25,
0936030097,Molex,COMPLETE SET M/F 36P/PG36,optoisolators-logic-output,1,336.12,,,Active,,https://www.digikey.com/en/products/detail/molex/0936030097/8478626,,,Cable and Panel Connector Assembly,,,,"7 pcs - 1 Base, 1 Cable Gland, 4 Inserts, 1 Housing",32+Ground,GWconnect,32B,,"Side-Hood, Bottom-Base",,,Screw,PG36,
0936060461,Molex,7832.4700.0 + 2000.3020.0,optoisolators-logic-output,0,92.76,,,Active,,https://www.digikey.com/en/products/detail/molex/0936060461/8479276,,,,,,,,,*,,,,,,,,
0936080393,Molex,KIT 3A MA/FE 4P+PE PA HOODS M20,optoisolators-logic-output,6,55.95,,,Active,,https://www.digikey.com/en/products/detail/molex/0936080393/15726043,,,,,,,,4+Ground,GWconnect,3A,,,,,,M20,
0940904030,Molex,CONN RCPT HSG 0.25 1POS NATURAL,optoisolators-transistor-photovoltaic-output,0,0.0,Bag,Free Hanging (In-Line),Obsolete,https://www.molex.com/pdm_docs/as/AS-45499-001-001.pdf,https://www.digikey.com/en/products/detail/molex/0940904030/3283515,,Natural,,,"0.250"" (6.35mm) Quick Connects","Female, Receptacle",,1,94090,,,Housing,"0.250"" (6.35mm)","Quick Connect, Disconnect",,,
