MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Accuracy - Highest (Lowest),Features,Grade,Operating Temperature,Output Type,Qualification,Resolution,Sensing Temperature - Local,Sensing Temperature - Remote,Sensor Type,Series,Test Condition,Voltage - Supply
TMP103CYFFR,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,4915,1.04,"4-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103CYFFR/2620053,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP103CYFFT,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,941,1.47,"4-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103CYFFT/2696422,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP103DYFFR,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,18734,1.08,"4-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103DYFFR/2620054,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP103DYFFT,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,612,1.47,"4-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103DYFFT/2696423,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP103EYFFR,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,8,0.88,"4-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103EYFFR/2620055,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP103EYFFT,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,3020,1.47,"4-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103EYFFT/2696424,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP103FYFFR,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,1830,0.79,"4-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103FYFFR/2620056,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP103FYFFT,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,712,1.47,"4-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103FYFFT/2696425,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP103GYFFT,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,1055,1.47,"4-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103GYFFT/2696426,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP103HYFFR,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,1634,0.78,"4-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103HYFFR/2620058,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP103HYFFT,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,0,1.27,"4-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP103HYFFT/2696427,±2°C (±3°C),"One-Shot, Shutdown Mode",,-55°C ~ 150°C,I2C/SMBus,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP104YFFR,Texas Instruments,SENSOR DIGITAL -40C-125C 4DSBGA,temperature-sensors-analog-and-digital-output,2046,1.54,"4-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP104YFFR/2833395,±2°C (±3°C),"One-Shot, Output Switch, Shutdown Mode",,-55°C ~ 150°C,SMAART Wire,,8 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 100°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP105YZCR,Texas Instruments,SENSOR DIGITAL -40C-125C 6DSBGA,temperature-sensors-analog-and-digital-output,4701,2.35,"6-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP105YZCR/1670032,±2°C (±3°C),"One-Shot, Output Switch, Programmable Resolution, Shutdown Mode, Standby Mode",,-55°C ~ 127°C,I2C/SMBus,,11 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.6V ~ 3.3V
TMP106YZCR,Texas Instruments,SENSOR DIGITAL -40C-125C 6DSBGA,temperature-sensors-analog-and-digital-output,0,2.77,"6-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP106YZCR/1670033,±2°C (±3°C),"One-Shot, Output Switch, Programmable Resolution, Shutdown Mode, Standby Mode",,-55°C ~ 127°C,I2C/SMBus,,11 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP106YZCT,Texas Instruments,SENSOR DIGITAL -40C-125C 6DSBGA,temperature-sensors-analog-and-digital-output,42,2.65,"6-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP106YZCT/1016470,±2°C (±3°C),"One-Shot, Output Switch, Programmable Resolution, Shutdown Mode, Standby Mode",,-55°C ~ 127°C,I2C/SMBus,,11 b,-40°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),2.7V ~ 5.5V
TMP1075DGKR,Texas Instruments,SENSOR TEMPERATURE,temperature-sensors-analog-and-digital-output,66034,0.54,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp1075.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP1075DGKR/9692553,±1.5°C (±2°C),"One-Shot, Shutdown Mode",,-55°C ~ 125°C (TA),I2C/SMBus,,12 b,-55°C ~ 125°C,,"Digital, Local",,-25°C ~ 100°C (-55°C ~ 125°C),1.7V ~ 5.5V
TMP1075DGKT,Texas Instruments,SENSOR DIGITAL -55C-125C 8VSSOP,temperature-sensors-analog-and-digital-output,255,1.07,"8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/tmp1075.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP1075DGKT/9554127,±1.5°C (±2°C),"One-Shot, Shutdown Mode",,-55°C ~ 125°C,I2C/SMBus,,12 b,-55°C ~ 125°C,,"Digital, Local",,-25°C ~ 100°C (-55°C ~ 125°C),1.7V ~ 5.5V
TMP1075DSGT,Texas Instruments,HIGH-ACCURACY UPGRADE TO INDUSTR,temperature-sensors-analog-and-digital-output,1900,1.26,8-WFDFN Exposed Pad,Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/tmp1075.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP1075DSGT/9858333,±1°C (±2°C),"One-Shot, Shutdown Mode",,-55°C ~ 125°C (TA),I2C/SMBus,,12 b,-55°C ~ 125°C,,"Digital, Local",,-40°C ~ 75°C (-55°C ~ 125°C),1.7V ~ 5.5V
TMP107BID,Texas Instruments,SENSOR DIGITAL -55C-125C 8SOIC,temperature-sensors-analog-and-digital-output,138,3.52,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP107BID/5639730,±0.4°C (±0.7°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode",,-55°C ~ 125°C,SMAART Wire,,14 b,-55°C ~ 125°C,,"Digital, Local",,-20°C ~ 70°C (-55°C ~ 125°C),1.7V ~ 5.5V
TMP107BIDR,Texas Instruments,SENSOR DIGITAL -55C-125C 8SOIC,temperature-sensors-analog-and-digital-output,260,3.69,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP107BIDR/5805693,±0.4°C (±0.7°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode",,-55°C ~ 125°C,SMAART Wire,,14 b,-55°C ~ 125°C,,"Digital, Local",,-20°C ~ 70°C (-55°C ~ 125°C),1.7V ~ 5.5V
TMP107BQDRQ1,Texas Instruments,SENSOR DIGITAL -55C-125C 8SOIC,temperature-sensors-analog-and-digital-output,1894,4.27,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP107BQDRQ1/5719085,±0.4°C (±0.7°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode",Automotive,-55°C ~ 125°C,SMAART Wire,AEC-Q100,14 b,-55°C ~ 125°C,,"Digital, Local",,-20°C ~ 70°C (-55°C ~ 125°C),1.7V ~ 5.5V
TMP108AIYFFR,Texas Instruments,SENSOR DIGITAL -40C-125C 6DSBGA,temperature-sensors-analog-and-digital-output,8314,0.87,"6-UFBGA, DSBGA",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP108AIYFFR/4091140,±0.75°C (±1°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode, Standby Mode",,-55°C ~ 150°C,SMBus,,12 b,-40°C ~ 125°C,,"Digital, Local",,-20°C ~ 85°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP108AIYFFT,Texas Instruments,SENSOR DIGITAL -40C-125C 6DSBGA,temperature-sensors-analog-and-digital-output,1373,2.6,"6-UFBGA, DSBGA",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP108AIYFFT/4240229,±0.75°C (±1°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode, Standby Mode",,-55°C ~ 150°C,SMBus,,11 b,-40°C ~ 125°C,,"Digital, Local",,-20°C ~ 85°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP110D0IDPWR,Texas Instruments,1.0C ACCURATE IC TEMPERATURE SEN,temperature-sensors-analog-and-digital-output,9598,0.34,5-XFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp110.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP110D0IDPWR/24753595,±1°C (±2°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode, Standby Mode",,-40°C ~ 125°C,"I2C, I3C",,12 b,-40°C ~ 125°C,,Digital,TMP110,0°C ~ 85°C (-40°C ~ 125°C),1.14V ~ 5.5V
TMP110D1IDPWR,Texas Instruments,1.0C ACCURATE IC TEMPERATURE SEN,temperature-sensors-analog-and-digital-output,12167,0.34,5-XFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp110.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP110D1IDPWR/24768901,±1°C,"One-Shot, Output Switch, Programmable Limit, Shutdown Mode, Standby Mode",,-40°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,12 b,-40°C ~ 125°C,,Digital,TMP110,0°C ~ 85°C (-40°C ~ 125°C),1.14V ~ 5.5V
TMP110DIDPWR,Texas Instruments,1.0C ACCURATE IC TEMPERATURE SEN,temperature-sensors-analog-and-digital-output,5310,0.34,5-XFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp110.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP110DIDPWR/24753591,±1°C (±2°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode, Standby Mode",,-40°C ~ 125°C,"I2C, I3C",,12 b,-40°C ~ 125°C,,Digital,TMP110,0°C ~ 85°C (-40°C ~ 125°C),1.14V ~ 5.5V
TMP112AIDRLR,Texas Instruments,SENSOR DIGITAL -40C-125C 6SOT,temperature-sensors-analog-and-digital-output,30020,1.12,"SOT-563, SOT-666",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP112AIDRLR/2232593,±0.5°C (±1°C),"One-Shot, Output Switch, Shutdown Mode",,-40°C ~ 125°C,I2C/SMBus,,12 b,-40°C ~ 125°C,,"Digital, Local",,-20°C ~ 65°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP112BIDRLR,Texas Instruments,SENSOR DIGITAL -40C-125C 6SOT,temperature-sensors-analog-and-digital-output,3932,1.27,"SOT-563, SOT-666",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP112BIDRLR/9371268,±0.5°C (±1°C),,,-40°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,12 b,-40°C ~ 125°C,,"Digital, Local",,0°C ~ 65°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP112BIDRLT,Texas Instruments,SENSOR DIGITAL -40C-125C SOT563,temperature-sensors-analog-and-digital-output,1690,3.27,"SOT-563, SOT-666",Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP112BIDRLT/8676293,±0.5°C (±1°C),,,-40°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,12 b,-40°C ~ 125°C,,"Digital, Local",,0°C ~ 65°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP112D0IDPWR,Texas Instruments,0.5C ACCURATE IC TEMPERATURE SEN,temperature-sensors-analog-and-digital-output,764,0.66,5-XFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp112.pdf?ts=1626246186568&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTMP112,https://www.digikey.com/en/products/detail/texas-instruments/TMP112D0IDPWR/24753600,±0.5°C (±1°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode, Standby Mode",,-40°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,12 b,-40°C ~ 125°C,,Digital,TMP112x,0°C ~ 85°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP112D1IDPWR,Texas Instruments,0.5C ACCURATE IC TEMPERATURE SEN,temperature-sensors-analog-and-digital-output,2647,0.66,5-XFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp112.pdf?ts=1626246186568&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTMP112,https://www.digikey.com/en/products/detail/texas-instruments/TMP112D1IDPWR/24768864,±0.5°C (±1°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode, Standby Mode",,-40°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,12 b,-40°C ~ 125°C,,Digital,TMP112x,-25°C ~ 85°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP112D2IDPWR,Texas Instruments,0.5C ACCURATE IC TEMPERATURE SEN,temperature-sensors-analog-and-digital-output,3664,0.66,5-XFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp112.pdf?ts=1626246186568&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTMP112,https://www.digikey.com/en/products/detail/texas-instruments/TMP112D2IDPWR/24768865,±0.5°C (±1°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode, Standby Mode",,-40°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,12 b,-40°C ~ 125°C,,Digital,TMP112x,-25°C ~ 85°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP112D3IDPWR,Texas Instruments,0.5C ACCURATE IC TEMPERATURE SEN,temperature-sensors-analog-and-digital-output,1096,0.58,5-XFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp112.pdf?ts=1626246186568&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTMP112,https://www.digikey.com/en/products/detail/texas-instruments/TMP112D3IDPWR/24768881,±0.5°C (±1°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode, Standby Mode",,-40°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,12 b,-40°C ~ 125°C,,Digital,TMP112x,-25°C ~ 85°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP112DIDPWR,Texas Instruments,0.5C ACCURATE IC TEMPERATURE SEN,temperature-sensors-analog-and-digital-output,1737,0.58,5-XFDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp112.pdf?ts=1626246186568&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FTMP112,https://www.digikey.com/en/products/detail/texas-instruments/TMP112DIDPWR/24753624,±0.5°C (±1°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode, Standby Mode",,-40°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,12 b,-40°C ~ 125°C,,Digital,TMP112x,0°C ~ 85°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP112DQDRLRQ1,Texas Instruments,"AUTOMOTIVE, 0.4C ACCURATE IC TEM",temperature-sensors-analog-and-digital-output,7869,1.49,"SOT-563, SOT-666",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP112DQDRLRQ1/26769131,±0.4°C (±0.7°C),"One-Shot, Output Switch, Programmable Limit, Shutdown Mode",,-40°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,12 b,-40°C ~ 125°C,,Digital,TMP112x,0°C ~ 65°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP112NAIDRLR,Texas Instruments,SENSOR DIGITAL -40C-125C SOT563,temperature-sensors-analog-and-digital-output,4052,0.54,"SOT-563, SOT-666",Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP112NAIDRLR/8567452,±1°C,"One-Shot, Output Switch, Shutdown Mode",,-40°C ~ 125°C,I2C/SMBus,,12 b,-40°C ~ 125°C,,"Digital, Local",,0°C ~ 85°C (-40°C ~ 125°C),1.4V ~ 3.6V
TMP114AIYMTR,Texas Instruments,"0.15-MM HEIGHT, 1.2-V CAPABLE TE",temperature-sensors-analog-and-digital-output,34,1.96,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp114.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP114AIYMTR/15666846,±0.3°C (±0.5°C),"One-Shot, Shutdown Mode, Standby Mode",,-40°C ~ 125°C (TA),"2-Wire Serial, I2C/SMBUS",,16 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 85°C (-40°C ~ 125°C),1.08V ~ 1.98V
TMP114AIYMTT,Texas Instruments,"0.15-MM HEIGHT, 1.2-V CAPABLE TE",temperature-sensors-analog-and-digital-output,250,1.54652,"4-XFBGA, DSBGA",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/tmp114.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP114AIYMTT/15666795,±0.3°C (±0.5°C),"One-Shot, Shutdown Mode, Standby Mode",,-40°C ~ 125°C (TA),"2-Wire Serial, I2C/SMBUS",,16 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 85°C (-40°C ~ 125°C),1.08V ~ 1.98V
TMP114BIYMTR,Texas Instruments,"0.15-MM HEIGHT, 1.2-V CAPABLE TE",temperature-sensors-analog-and-digital-output,1736,1.75,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp114.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP114BIYMTR/15904202,±0.3°C (±0.5°C),"One-Shot, Shutdown Mode, Standby Mode",,-40°C ~ 125°C (TA),"2-Wire Serial, I2C/SMBUS",,16 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 85°C (-40°C ~ 125°C),1.08V ~ 1.98V
TMP114DIYMTR,Texas Instruments,"0.15-MM HEIGHT, 1.2-V CAPABLE TE",temperature-sensors-analog-and-digital-output,1784,2.03,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp114.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP114DIYMTR/16585642,±0.3°C (±0.5°C),"One-Shot, Shutdown Mode, Standby Mode",,-40°C ~ 125°C (TA),"2-Wire Serial, I2C/SMBUS",,16 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 85°C (-40°C ~ 125°C),1.08V ~ 1.98V
TMP114NAIYMTR,Texas Instruments,"0.15-MM HEIGHT, 1.2-V CAPABLE TE",temperature-sensors-analog-and-digital-output,4857,0.96,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp114.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP114NAIYMTR/15904161,±1°C,"One-Shot, Shutdown Mode, Standby Mode",,-40°C ~ 125°C (TA),"2-Wire Serial, I2C/SMBUS",,16 b,-40°C ~ 125°C,,"Digital, Local",,0°C ~ 85°C (-40°C ~ 125°C),1.08V ~ 1.98V
TMP114NAIYMTT,Texas Instruments,"0.15-MM HEIGHT, 1.2-V CAPABLE TE",temperature-sensors-analog-and-digital-output,750,0.93816,"4-XFBGA, DSBGA",Surface Mount,Obsolete,https://www.ti.com/lit/ds/symlink/tmp114.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP114NAIYMTT/15904149,±1°C,"One-Shot, Shutdown Mode, Standby Mode",,-40°C ~ 125°C (TA),"2-Wire Serial, I2C/SMBUS",,16 b,-40°C ~ 125°C,,"Digital, Local",,0°C ~ 85°C (-40°C ~ 125°C),1.08V ~ 1.98V
TMP114NBIYMTR,Texas Instruments,"0.15-MM HEIGHT, 1.2-V CAPABLE TE",temperature-sensors-analog-and-digital-output,5943,1.05,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp114.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP114NBIYMTR/15853803,±1°C,"Standby Mode, Shutdown Mode, One-Shot, Programmable Limit",,-40°C ~ 125°C (TA),I2C/SMBus,,16 b,-40°C ~ 125°C,,"Digital, Local",,0°C ~ 85°C (-40°C ~ 125°C),1.08V ~ 1.98V
TMP114NCIYMTR,Texas Instruments,"0.15-MM HEIGHT, 1.2-V CAPABLE TE",temperature-sensors-analog-and-digital-output,7637,1.06,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp114.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP114NCIYMTR/16585636,±1°C,"One-Shot, Shutdown Mode, Standby Mode",,-40°C ~ 125°C (TA),"2-Wire Serial, I2C/SMBUS",,16 b,-40°C ~ 125°C,,"Digital, Local",,0°C ~ 85°C (-40°C ~ 125°C),1.08V ~ 1.98V
TMP114NDIYMTR,Texas Instruments,"0.15-MM HEIGHT, 1.2-V CAPABLE TE",temperature-sensors-analog-and-digital-output,1306,1.17,"4-XFBGA, DSBGA",Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp114.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP114NDIYMTR/16553873,±1°C,"One-Shot, Shutdown Mode, Standby Mode",,-40°C ~ 125°C (TA),"2-Wire Serial, I2C/SMBUS",,16 b,-40°C ~ 125°C,,"Digital, Local",,-10°C ~ 85°C (-40°C ~ 125°C),1.08V ~ 1.98V
TMP116AIDRVR,Texas Instruments,SENSOR DIGITAL -55C-125C 6WSON,temperature-sensors-analog-and-digital-output,25775,3.42,6-WDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP116AIDRVR/7345138,±0.3°C,"One-Shot, Shutdown Mode",,-55°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,16 b,-55°C ~ 125°C,-55°C ~ 125°C,"Digital, Local",,-10°C ~ 85°C (-40°C ~ 125°C),1.9V ~ 5.5V
TMP116AIDRVT,Texas Instruments,SENSOR DIGITAL -55C-125C 6WSON,temperature-sensors-analog-and-digital-output,685,3.6,6-WDFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP116AIDRVT/7356135,±0.2°C (±0.4°C),"One-Shot, Shutdown Mode",,-55°C ~ 125°C,I2C/SMBus,,16 b,-55°C ~ 125°C,,"Digital, Local",,-10°C ~ 85°C (-40°C ~ 125°C),1.9V ~ 5.5V
TMP116NAIDRVR,Texas Instruments,SENSOR DIGITAL -55C-125C 6WSON,temperature-sensors-analog-and-digital-output,16455,2.21,6-WDFN Exposed Pad,Surface Mount,Active,,https://www.digikey.com/en/products/detail/texas-instruments/TMP116NAIDRVR/7345139,±0.4°C,"One-Shot, Shutdown Mode",,-55°C ~ 125°C,"2-Wire Serial, I2C/SMBUS",,16 b,-55°C ~ 125°C,-55°C ~ 125°C,"Digital, Local",,-10°C ~ 85°C (-40°C ~ 125°C),1.9V ~ 5.5V
TMP116NAIDRVT,Texas Instruments,SENSOR DIGITAL -55C-125C 6WSON,temperature-sensors-analog-and-digital-output,40411,2.59,6-WDFN Exposed Pad,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/texas-instruments/TMP116NAIDRVT/7356136,±0.3°C (±0.5°C),"One-Shot, Shutdown Mode",,-55°C ~ 125°C,I2C/SMBus,,16 b,-55°C ~ 125°C,,"Digital, Local",,-25°C ~ 85°C (-40°C ~ 125°C),1.9V ~ 5.5V
TMP117AIDRVR,Texas Instruments,TEMPERATURE SENSOR,temperature-sensors-analog-and-digital-output,8479,5.56,6-WDFN Exposed Pad,Surface Mount,Active,https://www.ti.com/lit/ds/symlink/tmp117.pdf,https://www.digikey.com/en/products/detail/texas-instruments/TMP117AIDRVR/9685284,±0.1°C (±0.3°C),"Standby Mode, Shutdown Mode, One-Shot, Programmable Limit",,-55°C ~ 150°C (TA),I2C/SMBus,,16 b,-55°C ~ 150°C,,"Digital, Local",,-20°C ~ 50°C (-55°C ~ 150°C),1.8V ~ 5.5V
