MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Count Rate,Direction,Grade,Logic Type,Number of Bits per Element,Number of Elements,Operating Temperature,Qualification,Reset,Series,Timing,Trigger Type,Voltage - Supply
74LV393PW-Q100J,Nexperia USA Inc.,IC BIN COUNTER DL 4BIT 14TSSOP,pmic-gate-drivers,0,0.32,"14-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LV393_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LV393PW-Q100J/4288244,,Up,Automotive,Binary Counter,4,2,-40°C ~ 125°C,AEC-Q100,Asynchronous,74LV,,Negative Edge,1 V ~ 3.6 V
"74LV4020N,112",Nexperia USA Inc.,IC BINARY COUNTER 14-BIT 16DIP,pmic-gate-drivers,547,2.75,"16-DIP (0.300"", 7.62mm)",Through Hole,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1121/74LV4020.pdf,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74LV4020N-112/11553086,100 MHz,Up,,Binary Counter,14,1,-40°C ~ 125°C,,Asynchronous,74LV,,Negative Edge,1 V ~ 5.5 V
"74LV4060D,118",Nexperia USA Inc.,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,0,0.33,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LV4060.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LV4060D-118/1231215,90 MHz,Up,,Binary Counter,14,1,-40°C ~ 125°C,,Asynchronous,74LV,,Negative Edge,1 V ~ 5.5 V
74LV4060D-Q100J,Nexperia USA Inc.,IC BINARY COUNTER 14-BIT 16SO,pmic-gate-drivers,0,0.18002,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LV4060_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LV4060D-Q100J/4020281,90 MHz,Up,Automotive,Binary Counter,14,1,-40°C ~ 125°C,AEC-Q100,Asynchronous,74LV,,Negative Edge,1 V ~ 5.5 V
"74LV4060DB,112",Nexperia USA Inc.,NEXPERIA 74LV4060DB - BINARY COU,pmic-gate-drivers,5297,1.49,-,-,Active,https://rocelec.widen.net/view/pdf/ypzi8arcny/PHGL-S-A0001696335-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74LV4060DB-112/15639156,,,,,,,,,,*,,,
"74LV4060PW,118",Nexperia USA Inc.,IC BINARY COUNTER 14BIT 16TSSOP,pmic-gate-drivers,1636,0.32,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LV4060.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LV4060PW-118/1231216,90 MHz,Up,,Binary Counter,14,1,-40°C ~ 125°C,,Asynchronous,74LV,,Negative Edge,1 V ~ 5.5 V
74LV4060PW-Q100J,Nexperia USA Inc.,IC BINARY COUNTER 14BIT 16TSSOP,pmic-gate-drivers,0,0.17125,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LV4060_Q100.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LV4060PW-Q100J/4020282,90 MHz,Up,Automotive,Binary Counter,14,1,-40°C ~ 125°C,AEC-Q100,Asynchronous,74LV,,Negative Edge,1 V ~ 5.5 V
"74LVC161BQ,115",Nexperia USA Inc.,IC BINARY COUNTER 4-BIT 16DHVQFN,pmic-gate-drivers,5985,0.69,16-VFQFN Exposed Pad,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LVC161.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC161BQ-115/1231339,150 MHz,Up,,Binary Counter,4,1,-40°C ~ 125°C,,Asynchronous,74LVC,Synchronous,Positive Edge,1.2 V ~ 3.6 V
"74LVC161D,112",Nexperia USA Inc.,NEXPERIA 74LVC161D - BINARY COUN,pmic-gate-drivers,10155,1.13,-,-,Active,https://rocelec.widen.net/view/pdf/hp5qvsuvjl/PHGLS25795-1.pdf?t.download=true&u=5oefqw,https://www.digikey.com/en/products/detail/rochester-electronics-llc/74LVC161D-112/15644684,,,,,,,,,,74LVC,,,
"74LVC161D,118",Nexperia USA Inc.,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,1066,0.58,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LVC161.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC161D-118/1231343,150 MHz,Up,,Binary Counter,4,1,-40°C ~ 125°C,,Asynchronous,74LVC,Synchronous,Positive Edge,1.2 V ~ 3.6 V
"74LVC161PW,118",Nexperia USA Inc.,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,0,0.71,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LVC161.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC161PW-118/1231345,150 MHz,Up,,Binary Counter,4,1,-40°C ~ 125°C,,Asynchronous,74LVC,Synchronous,Positive Edge,1.2 V ~ 3.6 V
"74LVC163BQ,115",Nexperia USA Inc.,IC BINARY COUNTER 4-BIT 16DHVQFN,pmic-gate-drivers,11960,0.78,16-VFQFN Exposed Pad,Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LVC163.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC163BQ-115/1231385,150 MHz,Up,,Binary Counter,4,1,-40°C ~ 125°C,,Synchronous,74LVC,Synchronous,Positive Edge,1.2 V ~ 3.6 V
"74LVC163D,112",Nexperia USA Inc.,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,0,0.93,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Obsolete,https://assets.nexperia.com/documents/data-sheet/74LVC163.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC163D-112/1231386,150 MHz,Up,,Binary Counter,4,1,-40°C ~ 125°C,,Synchronous,74LVC,Synchronous,Positive Edge,1.2 V ~ 3.6 V
"74LVC163D,118",Nexperia USA Inc.,IC BINARY COUNTER 4-BIT 16SO,pmic-gate-drivers,1960,0.63,"16-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://assets.nexperia.com/documents/data-sheet/74LVC163.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC163D-118/1231389,150 MHz,Up,,Binary Counter,4,1,-40°C ~ 125°C,,Synchronous,74LVC,Synchronous,Positive Edge,1.2 V ~ 3.6 V
"74LVC163PW,112",Nexperia USA Inc.,IC BINARY COUNTER 4-BIT 16TSSOP,pmic-gate-drivers,0,1.15,"16-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Obsolete,https://assets.nexperia.com/documents/data-sheet/74LVC163.pdf,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74LVC163PW-112/1231390,150 MHz,Up,,Binary Counter,4,1,-40°C ~ 125°C,,Synchronous,74LVC,Synchronous,Positive Edge,1.2 V ~ 3.6 V
